name,terminology,code,term
diabetes_other,SNOMED-CT,390854003,On examination - diabetic maculopathy present both eyes (situation)
diabetes_other,SNOMED-CT,390855002,On examination - diabetic maculopathy absent both eyes (situation)
diabetes_other,SNOMED-CT,39127005,Symmetric proximal motor neuropathy due to diabetes mellitus
diabetes_other,SNOMED-CT,39181008,Radiculoplexus neuropathy due to diabetes mellitus
diabetes_type2,SNOMED-CT,395204000,Hyperosmolar non-ketotic state due to type 2 diabetes mellitus (disorder)
diabetes_other,SNOMED-CT,398140007,Post hypoglycemic hyperglycemia due to diabetes mellitus
diabetes_other,SNOMED-CT,399862001,High risk proliferative retinopathy without macular edema due to diabetes mellitus (disorder)
diabetes_other,SNOMED-CT,399863006,Very severe nonproliferative retinopathy without macular edema due to diabetes mellitus (disorder)
diabetes_other,SNOMED-CT,399864000,Macular edema not clinically significant due to diabetes mellitus (disorder)
diabetes_other,SNOMED-CT,399865004,Very severe proliferative retinopathy due to diabetes mellitus (disorder)
diabetes_other,SNOMED-CT,399866003,Venous beading of retina due to diabetes mellitus (disorder)
diabetes_other,SNOMED-CT,399868002,Intraretinal microvascular anomaly due to diabetes mellitus (disorder)
diabetes_other,SNOMED-CT,399869005,High risk proliferative retinopathy not amenable to photocoagulation due to diabetes mellitus (disorder)
diabetes_other,SNOMED-CT,399870006,Non-high-risk proliferative retinopathy with no macular edema due to diabetes mellitus (disorder)
diabetes_other,SNOMED-CT,399871005,Visually threatening retinopathy due to diabetes mellitus (disorder)
diabetes_other,SNOMED-CT,399872003,Severe nonproliferative retinopathy with clinically significant macular edema due to diabetes mellitus (disorder)
diabetes_other,SNOMED-CT,399873008,Severe nonproliferative retinopathy without macular edema due to diabetes mellitus (disorder)
diabetes_other,SNOMED-CT,399874002,High risk proliferative retinopathy with clinically significant macula edema due to diabetes mellitus (disorder)
diabetes_other,SNOMED-CT,399875001,Non-high-risk proliferative retinopathy with clinically significant macular edema due to diabetes mellitus (disorder)
diabetes_other,SNOMED-CT,399876000,Very severe nonproliferative retinopathy due to diabetes mellitus (disorder)
diabetes_other,SNOMED-CT,399877009,Very severe nonproliferative retinopathy with clinically significant macular edema due to diabetes mellitus (disorder)
diabetes_other,SNOMED-CT,400971001,Maturity onset diabetes mellitus in young (disorder)
diabetes_type1,SNOMED-CT,401110002,Type 1 diabetes mellitus with persistent microalbuminuria (disorder)
diabetes_other,SNOMED-CT,401191002,Diabetic foot examination (regime/therapy)
diabetes_other,SNOMED-CT,402864004,Wet gangrene of foot due to diabetes mellitus (disorder)
diabetes_other,SNOMED-CT,407569005,Patient on maximal tolerated therapy for diabetes (finding)
diabetes_gestational,SNOMED-CT,40801000119106,Gestational diabetes mellitus complicating pregnancy (disorder)
diabetes_other,SNOMED-CT,408397002,Diabetic foot examination not indicated (situation)
diabetes_other,SNOMED-CT,408409007,On examination - right eye background diabetic retinopathy (disorder)
diabetes_other,SNOMED-CT,408410002,On examination - left eye background diabetic retinopathy (disorder)
diabetes_other,SNOMED-CT,408411003,On examination - right eye preproliferative diabetic retinopathy
diabetes_other,SNOMED-CT,408412005,On examination - left eye preproliferative diabetic retinopathy
diabetes_other,SNOMED-CT,408413000,On examination - right eye proliferative diabetic retinopathy
diabetes_other,SNOMED-CT,408414006,On examination - left eye proliferative diabetic retinopathy
diabetes_other,SNOMED-CT,408415007,On examination - right eye diabetic maculopathy
diabetes_other,SNOMED-CT,408416008,On examination - left eye diabetic maculopathy
diabetes_other,SNOMED-CT,408540003,Diabetes mellitus caused by non-steroid drugs
diabetes_other,SNOMED-CT,408545008,Fibrocalculous pancreatic diabetes (disorder)
diabetes_other,SNOMED-CT,412752009,Diabetic foot examination declined (situation)
diabetes_other,SNOMED-CT,413183008,Diabetes mellitus caused by non-steroid drugs without complication (disorder)
diabetes_other,SNOMED-CT,413184002,Fibrocalculous pancreatopathy without complication (disorder)
diabetes_other,SNOMED-CT,414894003,On examination - left eye stable treated proliferative diabetic retinopathy
diabetes_other,SNOMED-CT,414910007,On examination - right eye stable treated proliferative diabetic retinopathy
diabetes_other,SNOMED-CT,417677008,On examination - sight threatening diabetic retinopathy
diabetes_other,SNOMED-CT,419100001,Infection of foot due to diabetes mellitus
diabetes_type2,SNOMED-CT,41911000119107,Glaucoma due to type 2 diabetes mellitus (disorder)
diabetes_type1,SNOMED-CT,420270002,Ketoacidosis due to type 1 diabetes mellitus (disorder)
diabetes_type2,SNOMED-CT,420279001,Renal disorder due to type 2 diabetes mellitus (disorder)
diabetes_other,SNOMED-CT,420422005,Ketoacidosis due to diabetes mellitus
diabetes_type2,SNOMED-CT,420436000,Mononeuropathy due to type 2 diabetes mellitus (disorder)
diabetes_type1,SNOMED-CT,420486006,Exudative maculopathy due to type 1 diabetes mellitus (disorder)
diabetes_gestational,SNOMED-CT,420491007,"Gestational diabetes mellitus, class H (disorder)"
diabetes_type1,SNOMED-CT,420514000,Persistent proteinuria due to type 1 diabetes mellitus (disorder)
diabetes_other,SNOMED-CT,420662003,Coma due to diabetes mellitus
diabetes_other,SNOMED-CT,420683009,Disorder of nervous system due to malnutrition related diabetes mellitus
diabetes_type2,SNOMED-CT,420715001,Persistent microalbuminuria due to type 2 diabetes mellitus (disorder)
diabetes_gestational,SNOMED-CT,420738003,"Gestational diabetes mellitus, class T (disorder)"
diabetes_type2,SNOMED-CT,420756003,Cataract of eye due to diabetes mellitus type 2 (disorder)
diabetes_type1,SNOMED-CT,420789003,Retinopathy due to type 1 diabetes mellitus (disorder)
diabetes_type1,SNOMED-CT,420825003,Gangrene due to type 1 diabetes mellitus (disorder)
diabetes_type1,SNOMED-CT,420868002,Disorder due to type 1 diabetes mellitus (disorder)
diabetes_type1,SNOMED-CT,420918009,Mononeuropathy due to type 1 diabetes mellitus (disorder)
diabetes_gestational,SNOMED-CT,420989005,"Gestational diabetes mellitus, class R (disorder)"
diabetes_other,SNOMED-CT,420996007,Coma due to malnutrition-related diabetes mellitus
diabetes_type1,SNOMED-CT,421075007,Ketoacidotic coma due to type 1 diabetes mellitus (disorder)
diabetes_type1,SNOMED-CT,421165007,Diabetic oculopathy associated with type I diabetes mellitus (disorder)
diabetes_gestational,SNOMED-CT,421223006,"Gestational diabetes mellitus, class F (disorder)"
diabetes_other,SNOMED-CT,421256007,Disorder of eye due to malnutrition related diabetes mellitus
diabetes_type1,SNOMED-CT,421305000,Persistent microalbuminuria due to type 1 diabetes mellitus (disorder)
diabetes_type2,SNOMED-CT,421326000,Disorder of nervous system due to type 2 diabetes mellitus (disorder)
diabetes_type1,SNOMED-CT,421365002,Peripheral circulatory disorder due to type 1 diabetes mellitus (disorder)
diabetes_gestational,SNOMED-CT,421389009,"Gestational diabetes mellitus, class C (disorder)"
diabetes_type1,SNOMED-CT,421437000,Hypoglycemic coma due to type 1 diabetes mellitus (disorder)
diabetes_gestational,SNOMED-CT,421443003,"Gestational diabetes mellitus, class D (disorder)"
diabetes_type1,SNOMED-CT,421468001,Disorder of nervous system due to type 1 diabetes mellitus (disorder)
diabetes_type2,SNOMED-CT,421631007,Gangrene due to type 2 diabetes mellitus (disorder)
diabetes_other,SNOMED-CT,421725003,Hypoglycemic coma due to diabetes mellitus
diabetes_type2,SNOMED-CT,421750000,Ketoacidosis due to type 2 diabetes mellitus (disorder)
diabetes_type2,SNOMED-CT,421779007,Exudative maculopathy due to type 2 diabetes mellitus (disorder)
diabetes_type2,SNOMED-CT,421847006,Ketoacidotic coma due to type 2 diabetes mellitus (disorder)
diabetes_type1,SNOMED-CT,421893009,Renal disorder due to type 1 diabetes mellitus (disorder)
diabetes_other,SNOMED-CT,421895002,Peripheral vascular disorder due to diabetes mellitus
diabetes_type1,SNOMED-CT,421920002,Cataract of eye due to diabetes mellitus type 1 (disorder)
diabetes_other,SNOMED-CT,421966007,Non-ketotic non-hyperosmolar coma due to diabetes mellitus
diabetes_type2,SNOMED-CT,421986006,Persistent proteinuria due to type 2 diabetes mellitus (disorder)
diabetes_type2,SNOMED-CT,422014003,Disorder due to type 2 diabetes mellitus (disorder)
diabetes_type2,SNOMED-CT,422034002,Retinopathy due to type 2 diabetes mellitus (disorder)
diabetes_other,SNOMED-CT,422088007,Disorder of nervous system due to diabetes mellitus
diabetes_type2,SNOMED-CT,422099009,Disorder of eye due to type 2 diabetes mellitus (disorder)
diabetes_other,SNOMED-CT,422126006,Hyperosmolar coma due to diabetes mellitus
diabetes_gestational,SNOMED-CT,422155003,"Gestational diabetes mellitus, class B (disorder)"
diabetes_type2,SNOMED-CT,422166005,Peripheral circulatory disorder due to type 2 diabetes mellitus (disorder)
diabetes_other,SNOMED-CT,422183001,Skin ulcer due to diabetes mellitus
diabetes_type1,SNOMED-CT,422228004,Multiple complications due to type 1 diabetes mellitus (disorder)
diabetes_other,SNOMED-CT,422275004,Gangrene due to diabetes mellitus (disorder)
diabetes_other,SNOMED-CT,424736006,Peripheral neuropathy due to diabetes mellitus (disorder)
diabetes_other,SNOMED-CT,425455002,Glomerulonephritis due to diabetes mellitus (disorder)
diabetes_other,SNOMED-CT,426705001,Diabetes mellitus co-occurrent and due to cystic fibrosis
diabetes_other,SNOMED-CT,426875007,Latent autoimmune diabetes mellitus in adult
diabetes_type1,SNOMED-CT,426907004,Small vessel disease due to type 1 diabetes mellitus (disorder)
diabetes_type2,SNOMED-CT,427027005,Lumbosacral radiculoplexus neuropathy due to type 2 diabetes mellitus (disorder)
diabetes_other,SNOMED-CT,427089005,Diabetes mellitus due to cystic fibrosis
diabetes_type2,SNOMED-CT,427134009,Small vessel disease due to type 2 diabetes mellitus (disorder)
diabetes_type1,SNOMED-CT,427571000,Lumbosacral radiculoplexus neuropathy due to type 1 diabetes mellitus (disorder)
diabetes_other,SNOMED-CT,427943001,Ophthalmoplegia due to diabetes mellitus
diabetes_type2,SNOMED-CT,428007007,Erectile dysfunction due to type 2 diabetes mellitus (disorder)
diabetes_type1,SNOMED-CT,428896009,Hyperosmolality due to uncontrolled type 1 diabetes mellitus (disorder)
diabetes_other,SNOMED-CT,42954008,Diabetes mellitus associated with receptor abnormality
diabetes_other,SNOMED-CT,429729007,Diabetic education completed (situation)
diabetes_other,SNOMED-CT,43959009,Cataract of eye due to diabetes mellitus
diabetes_type2,SNOMED-CT,44054006,Diabetes mellitus type 2 (disorder)
diabetes_other,SNOMED-CT,441628001,Multiple complications due to diabetes mellitus
diabetes_other,SNOMED-CT,441656006,Hyperglycemic crisis due to diabetes mellitus
diabetes_type2,SNOMED-CT,443694000,Type II diabetes mellitus uncontrolled (finding)
diabetes_type1,SNOMED-CT,444073006,Type I diabetes mellitus uncontrolled
diabetes_type1,SNOMED-CT,444074000,Type I diabetes mellitus well controlled
diabetes_type2,SNOMED-CT,444110003,Type II diabetes mellitus well controlled
diabetes_other,SNOMED-CT,445170001,Macroalbuminuric nephropathy due to diabetes mellitus
diabetes_other,SNOMED-CT,445260006,Posttransplant diabetes mellitus
diabetes_type2,SNOMED-CT,445353002,Brittle type II diabetes mellitus
diabetes_other,SNOMED-CT,446641003,Renal cysts and diabetes syndrome (disorder)
diabetes_type1,SNOMED-CT,46635009,Diabetes mellitus type 1
diabetes_gestational,SNOMED-CT,46894009,"Gestational diabetes mellitus, class A>2< (disorder)"
diabetes_type2,SNOMED-CT,472969004,History of diabetes mellitus type 2
diabetes_type1,SNOMED-CT,472970003,History of diabetes mellitus type 1
diabetes_other,SNOMED-CT,472972006,History of maturity onset diabetes mellitus in young
diabetes_other,SNOMED-CT,4855003,Retinopathy due to diabetes mellitus
diabetes_other,SNOMED-CT,48951005,Bullous disease due to diabetes mellitus
diabetes_other,SNOMED-CT,49455004,Polyneuropathy due to diabetes mellitus
diabetes_other,SNOMED-CT,50620007,Autonomic neuropathy due to diabetes mellitus
diabetes_other,SNOMED-CT,51002006,Diabetes mellitus associated with pancreatic disease
diabetes_other,SNOMED-CT,530558861000132000,Atypical diabetes mellitus
diabetes_other,SNOMED-CT,530558861000132104,Atypical diabetes mellitus (disorder)
diabetes_other,SNOMED-CT,532411000000102,"Diabetes mellitus, adult onset, with no mention of complication"
diabetes_other,SNOMED-CT,5368009,Drug-induced diabetes mellitus
diabetes_other,SNOMED-CT,54181000,Diabetes-nephrosis syndrome (disorder)
diabetes_other,SNOMED-CT,57886004,Protein-deficient diabetes mellitus
diabetes_other,SNOMED-CT,59079001,Diabetes mellitus associated with hormonal etiology
diabetes_other,SNOMED-CT,59276001,Proliferative retinopathy due to diabetes mellitus
diabetes_other,SNOMED-CT,5969009,Diabetes mellitus associated with genetic syndrome
diabetes_type2,SNOMED-CT,60951000119105,Blindness due to type 2 diabetes mellitus (disorder)
diabetes_other,SNOMED-CT,609561005,Maturity-onset diabetes of the young
diabetes_other,SNOMED-CT,609562003,Maturity onset diabetes of the young type 1 (disorder)
diabetes_other,SNOMED-CT,609563008,Pre-existing diabetes mellitus in pregnancy (disorder)
diabetes_type1,SNOMED-CT,609564002,Pre-existing type 1 diabetes mellitus in pregnancy
diabetes_other,SNOMED-CT,609565001,Permanent neonatal diabetes mellitus
diabetes_type1,SNOMED-CT,609566000,Pregnancy and type 1 diabetes mellitus (disorder)
diabetes_type2,SNOMED-CT,609567009,Pre-existing type 2 diabetes mellitus in pregnancy
diabetes_other,SNOMED-CT,609568004,Diabetes mellitus due to genetic defect in beta cell function
diabetes_other,SNOMED-CT,609569007,Diabetes mellitus due to genetic defect in insulin action (disorder)
diabetes_other,SNOMED-CT,609570008,Maturity-onset diabetes of the young type 3 (disorder)
diabetes_other,SNOMED-CT,609571007,Maturity-onset diabetes of the young type 4 (disorder)
diabetes_other,SNOMED-CT,609572000,Maturity-onset diabetes of the young type 5 (disorder)
diabetes_other,SNOMED-CT,609573005,"Maturity-onset diabetes of the young, type 6"
diabetes_other,SNOMED-CT,609574004,"Maturity-onset diabetes of the young, type 7"
diabetes_other,SNOMED-CT,609575003,"Maturity-onset diabetes of the young, type 8"
diabetes_other,SNOMED-CT,609576002,"Maturity-onset diabetes of the young, type 9"
diabetes_other,SNOMED-CT,609577006,Maturity-onset diabetes of the young type 10 (disorder)
diabetes_other,SNOMED-CT,609578001,Maturity-onset diabetes of the young type 11 (disorder)
diabetes_type1,SNOMED-CT,60961000119107,Nonproliferative diabetic retinopathy due to type 1 diabetes mellitus (disorder)
diabetes_type1,SNOMED-CT,60971000119101,Proliferative retinopathy due to type 1 diabetes mellitus (disorder)
diabetes_type1,SNOMED-CT,60991000119100,Blindness due to type 1 diabetes mellitus (disorder)
diabetes_other,SNOMED-CT,62260007,Pretibial pigmental patches due to diabetes mellitus
diabetes_other,SNOMED-CT,63510008,Nodular glomerulosclerosis of kidney due to diabetes mellitus (disorder)
diabetes_other,SNOMED-CT,658011000000104,Diabetes mellitus with other specified manifestation
diabetes_other,SNOMED-CT,677741000119109,Non-diabetic proliferative retinopathy of bilateral eyes
diabetes_type1,SNOMED-CT,691000119103,Erectile dysfunction due to type 1 diabetes mellitus (disorder)
diabetes_type2,SNOMED-CT,701000119103,Mixed hyperlipidemia due to type 2 diabetes mellitus (disorder)
diabetes_other,SNOMED-CT,703136005,Diabetes mellitus in remission (disorder)
diabetes_type1,SNOMED-CT,703137001,Type I diabetes mellitus in remission (disorder)
diabetes_type2,SNOMED-CT,703138006,Type II diabetes mellitus in remission
diabetes_other,SNOMED-CT,704241002,Fetal hypertrophic cardiomyopathy due to maternal diabetes mellitus (disorder)
diabetes_type1,SNOMED-CT,706891008,Neuropathy due to unstable diabetes mellitus type 1 (disorder)
diabetes_type1,SNOMED-CT,706894000,Retinopathy due to unstable diabetes mellitus type 1 (disorder)
diabetes_other,SNOMED-CT,70694009,Diabetes mellitus AND insipidus with optic atrophy AND deafness
diabetes_other,SNOMED-CT,707221002,Glomerulosclerosis of kidney due to diabetes mellitus
diabetes_other,SNOMED-CT,709147009,Gingivitis co-occurrent with diabetes mellitus
diabetes_type2,SNOMED-CT,711000119100,Chronic kidney disease stage 5 due to type 2 diabetes mellitus (disorder)
diabetes_type1,SNOMED-CT,712882000,Autonomic neuropathy due to type 1 diabetes mellitus (disorder)
diabetes_type2,SNOMED-CT,712883005,Autonomic neuropathy due to type 2 diabetes mellitus (disorder)
diabetes_other,SNOMED-CT,713457002,Neovascular glaucoma due to diabetes mellitus (disorder)
diabetes_type1,SNOMED-CT,713702000,Gastroparesis due to type 1 diabetes mellitus (disorder)
diabetes_type2,SNOMED-CT,713703005,Gastroparesis due to type 2 diabetes mellitus (disorder)
diabetes_other,SNOMED-CT,713704004,Gastroparesis due to diabetes mellitus (disorder)
diabetes_type1,SNOMED-CT,713705003,Polyneuropathy due to type 1 diabetes mellitus (disorder)
diabetes_type2,SNOMED-CT,713706002,Polyneuropathy due to type 2 diabetes mellitus (disorder)
diabetes_type2,SNOMED-CT,71421000119105,Hypertension in chronic kidney disease due to type 2 diabetes mellitus (disorder)
diabetes_type2,SNOMED-CT,71441000119104,Nephrotic syndrome due to type 2 diabetes mellitus (disorder)
diabetes_other,SNOMED-CT,715439000,Familial partial lipodystrophy type 2 (disorder)
diabetes_gestational,SNOMED-CT,71546005,"Gestational diabetes mellitus, class B>1< (disorder)"
diabetes_other,SNOMED-CT,716031000000106,Excepted from diabetes quality indicators - informed dissent (finding)
diabetes_other,SNOMED-CT,716362006,Gingival disease co-occurrent with diabetes mellitus (disorder)
diabetes_type1,SNOMED-CT,71701000119105,Hypertension in chronic kidney disease due to type 1 diabetes mellitus (disorder)
diabetes_type1,SNOMED-CT,71721000119101,Nephrotic syndrome due to type 1 diabetes mellitus (disorder)
diabetes_other,SNOMED-CT,717421000000100,Excepted from diabetes quality indicators - patient unsuitable (finding)
diabetes_type1,SNOMED-CT,71771000119100,Neuropathic arthropathy due to type 1 diabetes mellitus (disorder)
diabetes_type1,SNOMED-CT,71791000119104,Peripheral neuropathy due to type 1 diabetes mellitus (disorder)
diabetes_type2,SNOMED-CT,719216001,Hypoglycemic coma due to type 2 diabetes mellitus (disorder)
diabetes_type1,SNOMED-CT,72021000119109,Dermopathy due to type 1 diabetes mellitus (disorder)
diabetes_type1,SNOMED-CT,72031000119107,Severe malnutrition due to type 1 diabetes mellitus (disorder)
diabetes_type1,SNOMED-CT,72041000119103,Osteomyelitis due to type 1 diabetes mellitus (disorder)
diabetes_type2,SNOMED-CT,72051000119101,Severe malnutrition due to type 2 diabetes mellitus (disorder)
diabetes_other,SNOMED-CT,720519003,Atherosclerosis deafness diabetes epilepsy nephropathy syndrome (disorder)
diabetes_type2,SNOMED-CT,72061000119104,Osteomyelitis due to type 2 diabetes mellitus (disorder)
diabetes_type2,SNOMED-CT,721000119107,Chronic kidney disease stage 4 due to type 2 diabetes mellitus (disorder)
diabetes_type1,SNOMED-CT,721283000,Acidosis due to type 1 diabetes mellitus (disorder)
diabetes_type2,SNOMED-CT,721284006,Acidosis due to type 2 diabetes mellitus (disorder)
diabetes_type1,SNOMED-CT,72141000119104,Chronic ulcer of skin due to type 1 diabetes mellitus (disorder)
diabetes_other,SNOMED-CT,721973006,Lipodystrophy intellectual disability deafness syndrome (disorder)
diabetes_other,SNOMED-CT,722206009,"Pancreatic hypoplasia, diabetes mellitus, congenital heart disease syndrome"
diabetes_other,SNOMED-CT,722454003,"Intellectual disability, craniofacial dysmorphism, hypogonadism, diabetes mellitus syndrome"
diabetes_other,SNOMED-CT,723074006,Renal papillary necrosis due to diabetes mellitus
diabetes_other,SNOMED-CT,724067006,Permanent neonatal diabetes mellitus with cerebellar agenesis syndrome
diabetes_other,SNOMED-CT,724136006,Mastopathy due to diabetes mellitus (disorder)
diabetes_other,SNOMED-CT,724276006,X-linked immune dysregulation polyendocrinopathy enteropathy syndrome (disorder)
diabetes_other,SNOMED-CT,724810001,Radiculoplexoneuropathy due to diabetes mellitus (disorder)
diabetes_other,SNOMED-CT,724876003,Lesion of skin due to diabetes mellitus
diabetes_other,SNOMED-CT,724997001,Lumbosacral plexopathy co-occurrent and due to diabetes mellitus
diabetes_other,SNOMED-CT,729981000000105,Renal cysts and diabetes syndrome (disorder)
diabetes_type2,SNOMED-CT,731000119105,Chronic kidney disease stage 3 due to type 2 diabetes mellitus (disorder)
diabetes_other,SNOMED-CT,73211009,Diabetes mellitus
diabetes_other,SNOMED-CT,733072002,"Alaninuria, microcephaly, dwarfism, enamel hypoplasia, diabetes mellitus syndrome"
diabetes_other,SNOMED-CT,734022008,Wolfram-like syndrome
diabetes_other,SNOMED-CT,735199000,History of diabetes related lower limb amputation
diabetes_other,SNOMED-CT,735200002,Absence of lower limb due to diabetes mellitus
diabetes_other,SNOMED-CT,735537007,Hyperosmolar hyperglycemic coma due to diabetes mellitus without ketoacidosis
diabetes_other,SNOMED-CT,735538002,Lactic acidosis due to diabetes mellitus
diabetes_other,SNOMED-CT,735539005,Metabolic acidosis due to diabetes mellitus
diabetes_other,SNOMED-CT,737212004,Diabetes mellitus caused by chemical
diabetes_type1,SNOMED-CT,739681000,Disorder of eye due to type 1 diabetes mellitus (disorder)
diabetes_type2,SNOMED-CT,741000119101,Chronic kidney disease stage 2 due to type 2 diabetes mellitus (disorder)
diabetes_other,SNOMED-CT,74627003,Complication due to diabetes mellitus
diabetes_gestational,SNOMED-CT,75022004,"Gestational diabetes mellitus, class A>1< (disorder)"
diabetes_type2,SNOMED-CT,751000119104,Chronic kidney disease stage 1 due to type 2 diabetes mellitus (disorder)
diabetes_type1,SNOMED-CT,754101000000103,Type I diabetic dietary review (regime/therapy)
diabetes_type2,SNOMED-CT,754121000000107,Type II diabetic dietary review (regime/therapy)
diabetes_type1,SNOMED-CT,754461000000105,Referral to type I diabetes structured education programme (procedure)
diabetes_other,SNOMED-CT,75524006,Malnutrition related diabetes mellitus
diabetes_other,SNOMED-CT,75682002,Diabetes mellitus caused by insulin receptor antibodies
diabetes_type2,SNOMED-CT,761000119102,Dyslipidemia due to type 2 diabetes mellitus (disorder)
diabetes_other,SNOMED-CT,762489000,Acute complication due to diabetes mellitus
diabetes_other,SNOMED-CT,763325000,Insulin resistance
diabetes_other,SNOMED-CT,768792007,Cataract of right eye due to diabetes mellitus
diabetes_other,SNOMED-CT,768793002,Cataract of left eye due to diabetes mellitus
diabetes_other,SNOMED-CT,768794008,Cataract of bilateral eyes due to diabetes mellitus
diabetes_other,SNOMED-CT,768797001,Iritis of right eye due to diabetes mellitus
diabetes_other,SNOMED-CT,768798006,Iritis of left eye due to diabetes mellitus (disorder)
diabetes_other,SNOMED-CT,768799003,Iritis of bilateral eyes due to diabetes mellitus (disorder)
diabetes_other,SNOMED-CT,769181007,Preproliferative retinopathy of right eye due to diabetes mellitus (disorder)
diabetes_other,SNOMED-CT,769182000,Preproliferative retinopathy of left eye due to diabetes mellitus (disorder)
diabetes_other,SNOMED-CT,769183005,Mild nonproliferative retinopathy of right eye due to diabetes mellitus
diabetes_other,SNOMED-CT,769184004,Mild nonproliferative retinopathy of left eye due to diabetes mellitus
diabetes_other,SNOMED-CT,769185003,Moderate nonproliferative retinopathy of right eye due to diabetes mellitus
diabetes_other,SNOMED-CT,769186002,Moderate nonproliferative retinopathy of left eye due to diabetes mellitus
diabetes_other,SNOMED-CT,769187006,Severe nonproliferative retinopathy of right eye due to diabetes mellitus (disorder)
diabetes_other,SNOMED-CT,769188001,Severe nonproliferative retinopathy of left eye due to diabetes mellitus (disorder)
diabetes_other,SNOMED-CT,769190000,Very severe nonproliferative retinopathy of right eye due to diabetes mellitus (disorder)
diabetes_other,SNOMED-CT,769191001,Very severe nonproliferative retinopathy of left eye due to diabetes mellitus (disorder)
diabetes_other,SNOMED-CT,769217008,Macular edema of right eye due to diabetes mellitus (disorder)
diabetes_other,SNOMED-CT,769218003,Macular edema of left eye due to diabetes mellitus (disorder)
diabetes_other,SNOMED-CT,769219006,Macular edema due to type 1 diabetes mellitus
diabetes_other,SNOMED-CT,769220000,Macular edema due to type 2 diabetes mellitus
diabetes_other,SNOMED-CT,769221001,Clinically significant macular edema of right eye due to diabetes mellitus
diabetes_other,SNOMED-CT,769222008,Clinically significant macular edema of left eye due to diabetes mellitus
diabetes_other,SNOMED-CT,769244003,Disorder of right macula due to diabetes mellitus
diabetes_other,SNOMED-CT,769245002,Disorder of left macula due to diabetes mellitus
diabetes_other,SNOMED-CT,770094004,Cervical radiculoplexus neuropathy due to diabetes mellitus
diabetes_other,SNOMED-CT,770095003,Cranial nerve palsy due to diabetes mellitus
diabetes_other,SNOMED-CT,770096002,Erectile dysfunction due to diabetes mellitus
diabetes_other,SNOMED-CT,770097006,Clinically significant macular edema due to diabetes mellitus
diabetes_type1,SNOMED-CT,770098001,Cranial nerve palsy due to type 1 diabetes mellitus (disorder)
diabetes_other,SNOMED-CT,770323005,Retinal edema due to diabetes mellitus (disorder)
diabetes_other,SNOMED-CT,770324004,Ischemia of retina due to diabetes mellitus (disorder)
diabetes_other,SNOMED-CT,770361008,Vitreous hemorrhage of right eye due to diabetes mellitus (disorder)
diabetes_other,SNOMED-CT,770362001,Vitreous hemorrhage of left eye due to diabetes mellitus
diabetes_other,SNOMED-CT,770581008,Microaneurysm of right retinal artery due to diabetes mellitus
diabetes_other,SNOMED-CT,770582001,Microaneurysm of left retinal artery due to diabetes mellitus
diabetes_other,SNOMED-CT,770599000,Venous beading of right retina due to diabetes mellitus (disorder)
diabetes_other,SNOMED-CT,770600002,Venous beading of left retina due to diabetes mellitus
diabetes_other,SNOMED-CT,770765001,Proliferative retinopathy of right eye due to diabetes mellitus
diabetes_other,SNOMED-CT,770766000,Proliferative retinopathy of left eye due to diabetes mellitus
diabetes_type2,SNOMED-CT,771000119108,Chronic kidney disease due to type 2 diabetes mellitus (disorder)
diabetes_other,SNOMED-CT,771521000000101,History of autosomal dominant diabetes mellitus (situation)
diabetes_other,SNOMED-CT,771571000000102,History of secondary diabetes mellitus
diabetes_other,SNOMED-CT,773001000000103,Symptomatic diabetic peripheral neuropathy
diabetes_other,SNOMED-CT,775841000000109,Diabetic retinopathy detected by national screening programme
diabetes_type2,SNOMED-CT,781000119106,Neuropathic arthropathy due to type 2 diabetes mellitus (disorder)
diabetes_other,SNOMED-CT,782755007,"Primary microcephaly, mild intellectual disability, young-onset diabetes syndrome"
diabetes_other,SNOMED-CT,782825008,"Primary microcephaly, epilepsy, permanent neonatal diabetes syndrome"
diabetes_other,SNOMED-CT,783722008,Myopathy and diabetes mellitus
diabetes_other,SNOMED-CT,78471000000108,Maturity onset diabetes mellitus in young
diabetes_other,SNOMED-CT,788878000,Cardiomyopathy due to diabetes mellitus (disorder)
diabetes_type1,SNOMED-CT,789542009,Neuropathy due to type 1 diabetes mellitus (disorder)
diabetes_other,SNOMED-CT,789562001,Ulcer of heel due to diabetes mellitus (disorder)
diabetes_type2,SNOMED-CT,789567007,Ulcer of heel due to type 2 diabetes mellitus (disorder)
diabetes_other,SNOMED-CT,789568002,Ulcer of midfoot due to diabetes mellitus (disorder)
diabetes_type2,SNOMED-CT,789569005,Neuropathic ulcer of heel due to type 2 diabetes mellitus (disorder)
diabetes_type2,SNOMED-CT,789570006,Neuropathic ulcer of midfoot due to type 2 diabetes mellitus (disorder)
diabetes_type1,SNOMED-CT,789571005,Ulcer of heel due to type 1 diabetes mellitus (disorder)
diabetes_type1,SNOMED-CT,789572003,Ulcer of midfoot due to type 1 diabetes mellitus (disorder)
diabetes_other,SNOMED-CT,789585000,Sensory polyneuropathy due to diabetes mellitus (disorder)
diabetes_type2,SNOMED-CT,791000119109,Angina due to type 2 diabetes mellitus (disorder)
diabetes_other,SNOMED-CT,79554005,Asymmetric proximal motor neuropathy due to diabetes mellitus
diabetes_other,SNOMED-CT,80660001,Mauriac's syndrome (disorder)
diabetes_type2,SNOMED-CT,81531005,Diabetes mellitus type 2 in obese (disorder)
